clusterID,pca1,pca2,Row_id,Tweets,Class
0,-0.31,-0.14,296,flood department emergency water removal md,help/rescue
0,-0.31,0.37,322,tons of ellicottcity flood aftermath photos on governors fb page,help/rescue
0,-0.31,0.51,436,more crazy video from 100 year flood last pm in ellicott city md,help/rescue
0,-0.30,0.57,434,unbelievable flood last night at home ellicottcity,help/rescue
0,-0.30,0.28,1,another amazing video from the ellicott city flood,help/rescue
0,-0.29,0.36,380,ellicottcity cleaning up after being ravaged by flood waters last night hocogov asking people to avoid main street,help/rescue
0,-0.29,0.13,534,residents in ellicott city are drying out & cleaning up after massive flood damage pictwittercom/8vqipuo40m,help/rescue
0,-0.29,0.30,259,dramatic ellicottcity flood video humanchain,help/rescue
0,-0.29,-0.20,591,baltimore sun flooding ellicott city baltimore hit hard with flood damage pictwittercom/vh4aiwdss3,help/rescue
0,-0.29,0.35,594,aerial video showing some of the flood damage in ellicott city,help/rescue
0,-0.28,0.18,357,late last night downtown ellicott city experienced a catastrophic flood that severely damaged numerous,help/rescue
0,-0.28,-0.13,248,photos flooding ellicott city baltimore hit hard with flood damage,help/rescue
0,-0.28,-0.18,433,amazing rescue of woman in ellicott city historic district flood these rescuers risked their lives to save this,help/rescue
0,-0.28,-0.16,179,breaking now damaging floodwaters surge through ellicott city md sweeping cars away and prompting flood rescues,help/rescue
0,-0.27,0.13,276,video and photos horrific flooding in u2018ruinedu2019 ellicott city md flood maryland news,help/rescue
0,-0.27,0.69,355,unbelievable rescue last night from ellicottcity flood,help/rescue
0,-0.27,-0.31,602,live on periscope ellicott city flood coverage (historic district) wrap up for tonight,help/rescue
0,-0.27,-0.06,298,cummings assesses flood damage in main street old ellicott city washington dc (july 31 2016)u2014today cong,help/rescue
0,-0.27,0.22,146,let us be hands & feet of jesus by helping in the aftermath of flood disaster in downtown old ellicott city,help/rescue
0,-0.27,0.19,24,historicellicottcity flood ellicottcity pictwittercom/zzqfxj6dxx,help/rescue
0,-0.27,0.19,304,my statement on the flood in ellicott city pictwittercom/rw0twtu1ps,help/rescue
0,-0.27,0.08,549,crazy flood ellicottcity,help/rescue
0,-0.27,-0.18,120,flooding ellicott city baltimore hit hard with flood damage,help/rescue
0,-0.26,-0.14,17,hey guys search flash flood ellicott city it aint that far from me mamabear4cruz cmstevens06 jbgcooper goatroper45,help/rescue
0,-0.26,-0.28,18,our hearts go out to the families and businesses effected by the flood in old town ellicott city,help/rescue
0,-0.26,-0.18,215,larryhogan & hocogovexec touring ellicott city flood damage now pictwittercom/0dfd9jkvcc u2013 at historic ellicott city,help/rescue
0,-0.25,0.14,201,the flood damage in ellicott city is insane,help/rescue
0,-0.24,-0.22,428,my heart and prayers go out to all the families and businesses under flood damage in ellicott city md and reisterstown md,help/rescue
0,-0.24,0.44,345,aftermath of the ellicott city main street flood 2016 ellicottcity howardcounty hoco mdwx u2026,help/rescue
0,-0.24,-0.07,288,breaking in addition to flood damage in ellicottcity theres now a water main break downtown,help/rescue
0,-0.24,0.48,101,live on periscope ellicott city flood aftermath part2,help/rescue
0,-0.24,-0.01,371,how did ellicott city flood like that,help/rescue
0,-0.23,0.01,439,the clock in ellicott city was knocked over by cars swept up in the flood watch here,help/rescue
0,-0.23,-0.22,553,historic ellicottcity maryland keeps track of its flood levels tonight they reached 235 feet pictwittercom/cbsrsugros,help/rescue
0,-0.23,0.10,477,ellicott city clock swept away after being hit by floating cars in raging flood water,help/rescue
0,-0.23,-0.27,283,our thoughts are with the residents & merchants in the historic ellicott city area affected by the flood on saturday evening,help/rescue
0,-0.23,-0.31,529,i wanna help the people and businesses in ellicott city that were affected by the flood,help/rescue
0,-0.22,-0.17,117,for nonlocals following flood damage in ellicottcity md our town dates back to 1772 site of worst damage is historic center of town,help/rescue
0,-0.22,0.63,479,video flood waters in ellicott city maryland,help/rescue
0,-0.22,-0.33,546,prayers to hcfd hcpd and citizens of ellicott city as they are enduring a historic flood tonight flooding ellicottcity,help/rescue
0,-0.21,-0.20,478,not only was ellicott citys main st & businesses ravaged by flood waters  wbal radio reporting a woman also died,help/rescue
0,-0.21,-0.07,176,for those who want to know how to help after last nights flood in historic ellicott city go to,help/rescue
0,-0.20,-0.10,149,wowrt framethestory ellicottcity flash flood a view from inside mdwx ginger_zee robmarciano wx_maxpictwittercom/8trz8s3ce2,help/rescue
0,-0.20,0.26,75,photos flood damage in ellicott city ellicottcity,help/rescue
0,-0.20,0.26,445,photos flood damage in ellicott city,help/rescue
0,-0.19,-0.02,264,this is devastating! flood destruction in historic ellicott city collection of photos and video store fronts,help/rescue
0,-0.19,-0.05,461,flash flood warning for marylands columbia ellicott city and  little patuxent and patapsco rivers remains in effect until 415 am et,help/rescue
0,-0.19,-0.06,167,cnnbrk foxnews main st historic ellicott city maryland flood car rescue july 30 2016,help/rescue
0,-0.19,0.15,116,when you nearly get swept away in a flood ellicottcity flood,help/rescue
0,-0.18,-0.06,261,main st historic ellicott city flood car rescue july 30 2016 nwdcscoop dmvfollowers,help/rescue
0,-0.18,0.20,194,wow amazing video! main st historic ellicott city flood car rescue july 30 2016 wusa9,help/rescue
0,-0.18,-0.07,113,downtown historical elliott city destroyed by flood,help/rescue
0,-0.18,0.21,86,j_spad3 yo ellicott city was completely wrecked in a flash flood last night completely wrecked,help/rescue
0,-0.18,-0.04,107,ellicottcity maryland flood flooding,help/rescue
0,-0.18,-0.04,188,ellicottcity flooding flood,help/rescue
0,-0.18,0.17,34,incredible moment human chain forms to save woman trapped in  car during md flash flood ellicottcity  daily mail,help/rescue
0,-0.18,0.45,110,video shows cars carried away by fastmoving flood waters in ellicott city maryland,help/rescue
0,-0.17,0.00,440,flash flood flashback what a us disaster 40 yrs ago today tells us about ellicottcity,help/rescue
0,-0.17,-0.02,180,flash flood warning for columbia ellicott city and the little patuxent and patapsco rivers remains in effect until 415 am sunday,help/rescue
0,-0.16,0.15,473,prayers up for all the lives and businesses affected by the devastating flood last night  thankful to have been with my fam ellicottcity,help/rescue
0,-0.16,0.22,589,old ellicott city flood,help/rescue
0,-0.16,0.11,228,my heart goes out to old ellicott city i cant believe the devastation that the flash flood caused i hope everyone is okay,help/rescue
0,-0.16,0.76,22,harrowing video from an ellicottcity restaurant last night as flood water carried cars and people down the street,help/rescue
0,-0.16,0.07,620,best of luck to the ellicott city maryland residents and business owners devastated by a flash flood feds should unleash disaster funds,help/rescue
0,-0.16,-0.12,616,video of tonights flood in historic ellicott city md  scary and sad <3 i hope no one has been hurt or worse,help/rescue
0,-0.15,0.83,192,so sad! just visited this town last month! ellicott city flood 2016 aftermath,help/rescue
0,-0.15,0.81,492,major flood last night in ellicott city!!,help/rescue
0,-0.15,0.69,270, wusa9   the aftermath of the flood in ellicott city,help/rescue
0,-0.14,0.05,44,craziness my wife just left here flood destruction in historic ellicott city photos and video,help/rescue
0,-0.14,0.01,244,holy hannah! the flash flood in ellicott city is beyond terrifying! i cant begin to imagine what it must have been like to be there (,help/rescue
0,-0.14,0.07,462,my current town ellicott city was hit with a flash flood around main street damaging a lot of properties going to help out any way i can,help/rescue
0,-0.13,0.17,203,we thought we were gone  dramatic details on the flood that ravaged ellicottcity last night,help/rescue
0,-0.13,-0.39,305,help historic ellicottcity recover from devastating flood,help/rescue
0,-0.13,-0.02,190,main st historic ellicott city flood car rescue july 30 2016,help/rescue
0,-0.13,0.04,475,flash floods are a longtime problem in old ellicottcity there are flood markers on the train trestle that must be more than 15 high,help/rescue
0,-0.12,-0.19,40,ellicott city md historic main st post flood 1 confirmed fatality millions in damage pictwittercom/16svj8gvcp,help/rescue
0,-0.11,0.09,509,ohmygoff redneckfortrump youtube i live in ellicott city & eaten at that restaurant  every time we get a flash flood that happens,help/rescue
0,-0.11,0.07,388,the images coming out of ellicottcity are heartbreaking!! hoping everyone heeded the flash flood warnings! insane,help/rescue
0,-0.11,-0.05,510,major flood in ellicott city damages downtown area ,help/rescue
0,-0.11,0.04,603,officials tremendous damage including road collapses in ellicott city in flash flood but no injuries reported,help/rescue
0,-0.10,0.06,493,we see flash flood warnings and usually shrug but we see again how life changes in an instant  ellicottcity,help/rescue
0,-0.10,0.11,326,the patapsco river at ellicott city rose about 10 feet in just 50 minutes during the height of the flash flood pictwittercom/2dpfbiwgsl,help/rescue
0,-0.09,0.02,105,lived here 40 years and ive never seen anything like thisellicottcity flash flood 7/30/2016,help/rescue
0,-0.09,-0.10,458,dna of a statistical 1000 yr flood nwseastern historic rainfall rates and flood in the ellicott city md area pictwittercom/iqurhhpylo,help/rescue
0,-0.09,-0.26,209,ellicott city md historic main st post flood 1 confirmed fatality millions in damage,help/rescue
0,-0.09,-0.40,437,want to help historic historic ellicott city inc recover from flood damage? heres how you can volunteer and,help/rescue
0,-0.08,0.10,541,my thoughts go out to everyone in ellicottcity which had a terrible flash flood go through tonight heartbreaking,help/rescue
0,-0.08,0.00,614,if you want to help ellicottcity after yesterdays disastrous flash flood heres a link,help/rescue
0,-0.08,0.09,353,retweeted jill peeters (jillpeeterswx)nnoh my god impressive flash flood in ellicott city usa (watch,help/rescue
0,-0.07,0.21,450,friends this is  ellicott citys main street that was destroyed by tonights flash flood all of main street up,help/rescue
0,-0.07,-0.04,33,got excited to see my hometown ellicott city trending but it was for a flash flood and now no one at home is answering my calls or texts,help/rescue
0,-0.07,0.08,457,ellicott city is under water tonight flash flood warnings continue (courtesy dan somers),help/rescue
0,-0.06,0.32,562,everyone whos been playing pokemongo in old ellicottcity these last weeks we should help out after the destruction from the flash flood,help/rescue
0,-0.05,0.20,337,back home old ellicott city got all but wrecked by a flash flood yesterday by rectorsun,help/rescue
0,-0.05,0.75,610,1 killed in ellicott city flood aftermath,help/rescue
0,-0.04,0.12,361,another 2011 story of mine flash flood damage in ellicott city means big clean up,help/rescue
0,-0.04,0.51,131,my beautiful ellicott city was devastated last night by the most insane flash flood i have ever seen  stay safe everyone,help/rescue
0,-0.04,0.30,99,our little piece of paradise old ellicott city got hit by a flash flood tonight were safe but sad for our town pictwittercom/zxtgevmdfo,help/rescue
0,-0.04,-0.55,314,devastating flood im my hometown ellicott city maryland  my thoughts and prayer are with those killed and/or still missing,help/rescue
0,-0.03,0.05,38,stevesgoddard flash flood ole towne ellicott city 7/30/16,help/rescue
0,-0.02,0.31,351,sad about the flash flood through old ellicott city main street area just there a little over a week ago and the damage done is terrible,help/rescue
0,-0.01,0.10,250,wow serious flash flood in ellicottcity capitalweather russianmachinepictwittercom/dv6fjp1cix,help/rescue
0,-0.01,0.14,134,watch live howard county officials releasing more information on ellicott city flash flood,help/rescue
0,-0.01,0.49,293,videos of ellicott city md last night a good reminder to take flash flood (and climate change) warnings seriously!,help/rescue
0,0.01,-0.10,527,i was in ellicottcity for the 2011  flash flood this one is vastly worse preventive measures need to be pursued,help/rescue
0,0.02,0.14,51,flash flood halfway up store fronts  ellicott city maryland july 30th 2016,help/rescue
0,0.02,0.39,474,powerful video sudden flash flood ellicott city md; never underestimate the power of moving water personalsafety,help/rescue
0,0.02,0.18,195,terrible news about flash flood damage in ellicott city md big props to residents and first responders,help/rescue
0,0.02,0.20,46,flood destruction in historic ellicott city photos and video ,help/rescue
0,0.03,0.39,401,thoughts and prayers to those in ellicott city that had to experience the heavy rains and flash flood last evening,help/rescue
0,0.03,0.58,182,absolutely incredible video of flash flood in ellicottcity md last evening never underestimate the power of water!,help/rescue
0,0.04,0.95,565,in ellicott city md last night they formed a human chain to rescue a woman from flash flood unreal video nbcnightlynews next,help/rescue
0,0.04,0.09,70,ellicott city patch flash flood emergency in columbia ellicott city national weather service,help/rescue
0,0.04,-0.42,321,news people covering the flood in old ellicott city 1 its at least a 20 minute drive from old ellicott city to baltimore,help/rescue
0,0.05,0.19,61,ellicott city is under water tonight flash flood warnings continue (courtesy,help/rescue
0,0.05,0.21,496,please pray for my hometown of ellicott city md there was a horrible flood on main st last night that has caused severe damage,help/rescue
0,0.05,-0.14,600,major flood in ellicott city damages downtown area cars businesses and homes lost,help/rescue
0,0.05,0.57,339,matts weather rapport dramatic scary flash flood ellicottcity maryland last night w/wild videos,help/rescue
0,0.06,-0.13,542,ellicott city flash flood 7/30/2016 breaking news! breaking news ellicottcity baltimore flashfl,help/rescue
0,0.06,0.22,214,oh my god impressive flash flood in ellicott city usa (watch 355),help/rescue
0,0.07,0.23,10,amazing photos of ellicottcity flash flood kudos to firstresponders esp swiftwaterteams,help/rescue
0,0.07,0.31,609,see photos a survey of the damage done by ellicott city flash flood by vankovision,help/rescue
0,0.07,0.11,183,at 848 pm ellicott city [howard co md] emergency mngr reports flash flood lwx,help/rescue
0,0.07,0.30,381,crazy rain in ellicott city flash flood emergency now issued stay safe! pictwittercom/7du9xc6aaq,help/rescue
0,0.08,-0.02,312,md governor larry hogan and others survey the damage done by the devastating flash flood in old ellicott city,help/rescue
0,0.09,-0.55,560,one dead main street damaged after floodwaters surge through ellicott city maryland flood weather disaster,help/rescue
0,0.10,0.16,14,wow! saw the flash flood warning earlier but had no idea it was this devastating,help/rescue
0,0.11,0.29,486,deluge people & cars swept away as streets in ellicottcity maryland turn into raging rivers during flash flood,help/rescue
0,0.11,0.46,612,holy crap this is ellicottcity near baltimore after a flash flood last night ( rectorsun/nikkiburdine)pictwittercom/xv4e4s1ecj,help/rescue
0,0.12,0.14,310,flash flood emergency in columbia ellicott city national weather service,help/rescue
0,0.12,-0.43,362,2 killed by disastrous flood that ravaged historic maryland town historic ellicott city in marylands howar,help/rescue
0,0.15,0.17,543,this is surreal in so many ways  ellicott city md flash flood 7/30/2016,help/rescue
0,0.16,0.30,507,the pictures of the ellicottcity flash flood is crazy! suzguindon,help/rescue
0,0.17,-0.53,239,that flood fucked up ellicott city man main street is missing,help/rescue
0,0.17,0.02,592,hoping all my friends and others are safe in ellicott city i just heard about the flash flood a ton of damage,help/rescue
0,0.18,0.26,552,july 30 2016 ellicott city maryland video  first rain then a little more rain then flash flood destroys city in minutes!,help/rescue
0,0.18,0.70,306,if you are interested in the flash flood that hit ellicott city maryland last night here are some images i took,help/rescue
0,0.18,0.78,411,last night my girl and i witnessed first hand ellicott city flash flood that devastated the city  we were,help/rescue
0,0.25,-0.21,370,rt dmvfollowers a major flood hit ellicott city last night one woman is dead and 120 others were rescued pictwittercom/sp1nekhaif,help/rescue
0,0.33,-0.19,174,a major flood hit ellicott city last night one woman is dead and 120 others were rescued pictwittercom/sxbw1nozvv,help/rescue
0,0.60,-0.45,156,severe storms flood ellicott city,help/rescue
1,-0.10,1.00,217,ellicott city flood aftermath video the scale of the damage is unreal,damage
1,0.05,1.12,503,dmv ellicott city flood 2016 aftermath,damage
1,0.09,0.55,530,elliott city md flood damage!,damage
1,0.15,1.27,21,ellicott city flood 2016 aftermath,damage
1,0.15,1.27,281,the aftermath of the flood in ellicott city,damage
1,0.15,0.70,227,trending flash flood aftermath for ellicott city in maryland major business and road damage governor present,damage
1,0.18,0.34,185,flash flood damage in ellicott city means big clean up,damage
1,0.19,0.12,459,historic ellicott city flood damage pictwittercom/toqpvsgcno,damage
1,0.20,0.37,438,i hope everyone out in ellicott city are doing ok with that flash flood,damage
1,0.21,0.25,282,(baltsun) flash flood state of emergency in ellicott city damage along jones falls,damage
1,0.21,0.25,202,yowsers  that flash flood was no joke in ellicott city,damage
1,0.22,0.29,232,dramatic damage in ellicott city as howard county is under state of emergency following flash flood,damage
1,0.22,0.38,43,the power of water wow flashflooding ellicott city flash flood 7/30/2016,damage
1,0.24,0.40,155,alexbebee on periscope flood damage in flash flooding in old town ellicott city,damage
1,0.24,0.19,369,flash flood kills 1 devastates downtown in ellicott city md  usa today best wishes to the ec residents,damage
1,0.25,0.11,578,maryland floods emergency issued for baltimore and ellicott city power knocked off flash flood emergency w,damage
1,0.25,0.66,399,locals form human chain to rescue woman during marylan flood ellicott city flash flood,damage
1,0.27,0.29,3,flash flood state of emergency in ellicott city damage along jones falls,damage
1,0.27,0.45,619,watch the deadly flash flood that hit ellicott city maryland  a woman has died from the flood,damage
1,0.28,0.82,358,on main street in ellicott city after last nights flash flood pictwittercom/ciuxv7wcgh,damage
1,0.28,0.30,150,not far from family  horrible and so sad! flash flood devastates downtown area of ellicott city md,damage
1,0.29,0.43,72,these ellicott city flash flood videos got me shookedt,damage
1,0.33,0.36,52,the devastation of a flash flood terrifying ellicottcity,damage
1,0.34,0.69,319,some ellicott city md flood video reminded me of some european flash floods,damage
1,0.36,-0.42,243,baltimore ellicott city flood damage destroys historic downtown area near baltimore maryland,damage
1,0.39,0.45,76,dramatic damage in ellicott city as state of emergency in effect over flash flood,damage
1,0.40,-0.35,100,ellicott city flood damage destroys historic downtown area near baltimore maryland trending,damage
1,0.41,0.56,363,ellicott city flash flood 7/30/2016 foxbaltimore cars washing away down main st,damage
1,0.41,0.98,536,horrible scenes in the aftermath of the ellicottcity flash flood disaster,damage
1,0.41,1.06,596,ellicott city flash flood human chain to rescue woman during maryland flood (video),damage
1,0.41,0.54,222,massive damage from a flash flood tonight a few miles from me in ellicott city,damage
1,0.42,-0.15,570,maryland flood kills 2 devastates historic downtown a state of emergency was declared in ellicott city afte,damage
1,0.42,0.58,85,amazing the level of damage from the flash flood in elliott city md,damage
1,0.44,0.58,563,flash flood carrying cars away in ellicott city md   submitted by    /u/whostolemypencil  [link]   [comments],damage
1,0.44,0.52,331,flash flood carrying cars away in ellicott city md via /r/news whostolemypencil,damage
1,0.45,0.03,427,flash flood state of emergency in ellicott city damage along jones falls severe thunderstorms and heavy rainsu2026,damage
1,0.45,0.03,601,flash flood state of emergency in ellicott city damage along jones falls severe thunderstorms and heavy ra,damage
1,0.46,0.62,598,this is what a flash flood just did to main st in old ellicott city md (,damage
1,0.46,0.86,152,(video) ellicott city flash flood july 2016 maryland usa ,damage
1,0.46,0.86,423,(video) ellicott city flash flood july 2016 maryland usa,damage
1,0.47,-0.35,342,ellicott city flood damage destroys historic downtown area near baltimore maryland,damage
1,0.49,0.54,364,flash flood  ellicott city maryland july 30th 2016,damage
1,0.49,0.36,253,flash flood devastates downtown area of ellicott city md jobs  albania ellicott city md u2014 a state of,damage
1,0.50,0.44,487,usa today > flash flood devastates downtown area of ellicott city md,damage
1,0.52,0.21,81,flash flood hits historic ellicott city in maryland tearing through the middle of town sweeping cars down the,damage
1,0.52,0.44,246,astounded by the devastating flash flood damage in nearby downtown ellicott city,damage
1,0.52,0.38,569,flash flood devastates downtown area of ellicott city md  the impact is huge in the town,damage
1,0.52,0.58,520,flash flood carrying cars away in ellicott city md via /r/news,damage
1,0.53,1.35,255,(video)massive flash flood in ellicott city md last night  democratic underground,damage
1,0.53,1.37,481,aftermath video from wusa9 of the ellicottcity flash flood,damage
1,0.54,0.72,395,ellicottcity climatechange center of historic ellicott city md destroyed by flash flood last night,damage
1,0.55,0.00,324,severe flash flood ruins downtown ellicott city md storefronts were ripped open cars were overturned and bricksu2026,damage
1,0.55,-0.77,330,1 dead after historic md town ravaged by floodwaters historic lowlying ellicott city was ravaged by flood,damage
1,0.57,0.12,151,flash flood kills 2 devastates maryland citys historic downtown jobs jobsearch armenia ellicott city,damage
1,0.58,0.32,365,the flash flood videos and photos out of historic ellicott city are so upsetting,damage
1,0.59,0.14,210,flash flood kills 2 devastates maryland citys historic downtown jobs  albania ellicott city md u2014 the,damage
1,0.59,-0.28,618,destructive power of stormwater 2 dead emerg declaredhistoric ellicott city ravaged by flash flood ellicottcity,damage
1,0.61,-0.18,313,more of the historic flood in ellicottcity,damage
1,0.61,-0.18,333,flood in historic ellicott city,damage
1,0.61,1.33,98,ellicott city md was devastated last night by a flash flood,damage
1,0.63,0.58,334,[full] massive flash flood in ellicott city maryland,damage
1,0.64,0.32,280,flash flood devastates downtown area of ellicott city md a state of emergency was declared in ellic,damage
1,0.64,0.76,585,flash flood carrying cars away in ellicott city md breakingnews,damage
1,0.65,-0.26,414,u201ciu2019ve never seen anything like this in my life severe flash flood sweeps thru ellicott city destroys businesses,damage
1,0.67,0.70,147,ellicott city flash flood 7/30/2016 on youtube,damage
1,0.67,0.70,356,ellicott city flash flood 7/30/2016 u2013 youtube,damage
1,0.67,0.69,564,restaurant diners growing alarm as they watch flash flood develop ellicott city flash flood 7/30/2016,damage
1,0.69,0.66,392,ellicott city flash flood yesterday ( ,damage
1,0.70,0.65,588,flash flood devastates downtownarea of ellicott city md,damage
1,0.73,0.83,332,flash flood carrying cars away in ellicott city md,damage
1,0.73,0.83,606,flash flood carrying cars away in ellicott city md ,damage
1,0.75,0.27,407,amy and i were in ellicott city tonight during an historic flash flood  through the,damage
1,0.78,0.41,480,my friend lacee griffith at wbal baltimore has more on the severe flash flood in ellicott city last night,damage
1,0.79,0.17,581,horrific massive flash flood destroys historic maryland town [video] ellicott city maryland a historic tow,damage
1,0.81,0.38,575,flash flood taking cars & clock down in historic ellicott city,damage
1,0.81,0.47,465,flash flood emergency in ellicott city and parts of bmore right now historic flash flooding occuring pictwittercom/uaewdysos7,damage
1,0.82,0.59,278,flash flood devastates downtown area of ellicott city md,damage
1,0.83,1.63,118,the aftermath of ellicottcity flash flood pictwittercom/toalefcazn,damage
1,0.83,1.85,432,video from flash flood in ellicott city md last night,damage
1,0.84,0.11,163,horrific massive flash flood destroys historic maryland town,damage
1,0.85,0.84,128,hoco md  ellicott city flash flood 7/30/2016,damage
1,0.86,1.97,50,freak flash flood last night ellicott city flood 2016 aftermath,damage
1,0.91,0.52,27,flash flood kills 1 devastates downtown in ellicott city md,damage
1,0.93,0.92,382,flash flood carrying cars ellicott city md,damage
1,0.93,1.23,23,ellicott city flood,damage
1,0.93,1.23,274,ellicottcity flood,damage
1,0.93,1.23,417,flood ellicottcity,damage
1,0.93,1.23,13,ellicottcity maryland flood,damage
1,0.94,1.10,376,ellicott city after flash flood pictwittercom/ddn7k4j1fy,damage
1,0.95,0.87,317,massive flash flood in ellicott city maryland,damage
1,0.97,0.07,449,aprilia rt follow severe flash flood strikes ellicott city overturning cars andu2026,damage
1,1.02,0.07,5,severe flash flood strikes ellicott city overturning cars and destroying businessesu2026,damage
1,1.08,-0.42,384,2 dead emergency declared after historic ellicott city ravaged by flash flood by kevin rector via the baltimore su2026,damage
1,1.08,0.15,140,washington post flash flood does severe damage to downtown ellicott city cars flipped sidewalks washed away,damage
1,1.10,-0.05,291,severe flash flood strikes ellicott city overturning cars and destroying businesses u2013 washingtonu00a0post,damage
1,1.17,-0.19,368,relnews severe flash flood strikes ellicott city overturning cars and destroying businesses the washington post,damage
1,1.19,1.90,104,ellicottcity flash flood aftermath,damage
1,1.19,1.90,127,ellicott city flash flood aftermath 7302016,damage
1,1.19,1.90,299,aftermath of ellicott city flash flood,damage
1,1.19,-0.34,344,full story 2 dead emergency declared after historic ellicott city ravaged by flash flood,damage
1,1.19,-0.02,258,severe flash flood strikes ellicott city overturning cars and destroying businesses,damage
1,1.23,-0.18,89,severe flash flood strikes ellicott city overturning cars and destroying businesses  washington post,damage
1,1.27,-0.25,482,2 dead as emergency declared after ellicott city ravaged by flash flood,damage
1,1.28,1.69,64,video ellicott city flash flood 7/30/2016,damage
1,1.30,-0.05,607,(washington post) severe flash flood strikes ellicott city overturning cars and,damage
1,1.36,-0.43,617,naturaldisastersnews  2 dead emergency declared after historic ellicott city ravaged by flash flood,damage
1,1.42,-0.35,65,2 dead emergency declared after historic ellicott city ravaged by flash flood,damage
1,1.43,0.21,466,severe flash flood ruins downtown ellicott city md,damage
1,2.37,1.96,230,ellicott city flash flood,damage
1,2.37,1.96,269,flash flood in ellicott city,damage
1,2.37,1.96,292,ellicott city flash flood 7/30/2016,damage
2,0.54,-0.92,234,two dead after ellicott city flood official,casualty
2,0.55,-1.27,92,two dead,casualty
2,0.58,-1.33,485,update says one dead no one missing,casualty
2,0.68,-0.96,15,one dead from flood in ellicott city report,casualty
2,1.04,-1.26,211,woman dead others missing after flood in ellicott city official,casualty
2,1.06,-1.30,318,one dead two missing in maryland flooding ellicott ellicottcity flood,casualty
2,1.10,-1.09,279,historic flooding strikes ellicott city md at least one person is dead following historic flood,casualty
2,1.20,-1.41,69,naturaldisastersnews  baltimore gas and electric  1 dead others missing in ellicott city after historic flood,casualty
2,1.22,-0.43,71,two people have been found dead after a flash flood in historic ellicott city,casualty
2,1.36,-1.39,220,devastating 1 dead others missing in ellicottcity after historic flood,casualty
2,1.37,-0.16,586,at least 1 killed in severe flash flood after massive rainfall in ellicott city maryland,casualty
2,1.42,-1.31,138,flood destroys historic downtown near baltimore 1 dead others missing in ellicott city md,casualty
2,1.48,-1.50,173,1 dead others missing in ellicott city after historic flood   baltimore,casualty
2,1.52,-0.58,189,at least one person is missing and feared dead in ellicott city md flash flood many floating cars and flood damage to property reported,casualty
2,1.56,-0.27,289,just in1 dead 2 missing from last nights ellicott city md flash flood mdwx,casualty
2,1.57,-1.72,260,1 dead others missing in ellicott city after historic flood at least one person is dead and others are missingu2026,casualty
2,1.59,-1.53,47,1 dead others missing in ellicott city after historic flood,casualty
2,1.61,-0.75,191,u2018we thought we were goneu2019 at least 2 dead after severe flash flood in ellicott city md,casualty
2,1.70,-0.57,518,the latest on ellicott city two dead after severe flash flood in maryland,casualty
2,1.82,0.02,158,severe flash flood in ellicott city kills at least 1 destroys businesses a vicious saturday night flash flo,casualty
2,1.83,-0.53,377,(washington post) severe flash flood in ellicott city kills at least 1 destroys,casualty
2,1.85,-0.56,525,severe flash flood in ellicott city kills at least 1 destroys businesses  washington postu2026,casualty
2,1.94,-1.03,418,u2018we thought we were goneu2019 at least 1 dead 2 missing after severe flash flood in ellicott city md,casualty
2,1.97,-0.75,139,we thought we were gone at least 2 dead after severe flash flood in ellicott cityu2026,casualty
2,2.00,-0.50,136,severe flash flood in ellicott city kills at least 1 destroys businesses,casualty
2,2.44,-0.93,235,at least 1 dead 2 missing after flash flood tears through downtown ellicott city md,casualty
2,2.49,-1.20,249,topnews at least 1 dead 2 missing after severe flash flood destroys businesses in ellicott city  washington post,casualty
2,2.54,-1.10,4,news at least 2 dead 2 missing after severe flash flood in ellicott city md u2013 the philadelph,casualty
2,2.58,-1.21,184,at least 1 dead 2 missing after severe flash flood destroys businesses in ellicott city  the washington post,casualty
2,2.58,-1.21,205,at least 1 dead 2 missing after severe flash flood destroys businesses in ellicott city  washington post,casualty
2,2.63,-1.13,125,breaking at least 2 dead 2 missing after severe flash flood in ellicott city md  ,casualty
2,2.71,-1.24,424,at least 1 dead 2 missing after severe flash flood destroys businesses in ellicott city maryland washingtonpost,casualty
2,2.75,-1.20,256,at least 1 dead 2 missing after severe flash flood rips through ellicott city johnwoodrowcox ovettawashpost,casualty
2,2.85,-1.23,16,naturaldisastersnews  at least 2 dead 2 missing after severe flash flood in ellicott city md,casualty
2,2.89,-1.26,130,at least 1 dead 2 missing after severe flash flood destroys businesses in ellicott city,casualty
2,3.08,-1.22,193,at least 2 dead 2 missing after severe flash flood in ellicott city md,casualty
2,3.08,-1.22,431,at least 1 dead 2 missing after severe flash flood,casualty
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
